,y,x,min_steps,steps_taken,is_done,extra_steps,t_min_over_t
606,45,130,145,601,False,456,0.24126455906821964
607,50,130,150,601,False,451,0.24958402662229617
608,55,130,155,601,False,446,0.2579034941763727
609,60,130,160,601,False,441,0.26622296173044924
610,65,130,165,601,False,436,0.27454242928452577
611,70,130,170,601,False,431,0.28286189683860236
612,75,130,175,601,False,426,0.2911813643926789
613,80,130,180,601,False,421,0.2995008319467554
614,85,130,185,601,False,416,0.30782029950083195
615,90,130,190,601,False,411,0.3161397670549085
616,95,130,195,601,False,406,0.324459234608985
617,100,130,200,601,False,401,0.33277870216306155
618,105,130,205,601,False,396,0.3410981697171381
619,110,130,210,601,False,391,0.34941763727121466
620,0,135,135,601,False,466,0.22462562396006655
621,5,135,130,601,False,471,0.21630615640599002
622,10,135,125,601,False,476,0.2079866888519135
623,15,135,120,601,False,481,0.19966722129783693
624,20,135,125,601,False,476,0.2079866888519135
625,25,135,130,601,False,471,0.21630615640599002
626,30,135,135,601,False,466,0.22462562396006655
627,35,135,140,601,False,461,0.23294509151414308
628,40,135,145,601,False,456,0.24126455906821964
629,45,135,150,601,False,451,0.24958402662229617
630,50,135,155,601,False,446,0.2579034941763727
631,55,135,160,601,False,441,0.26622296173044924
632,60,135,165,601,False,436,0.27454242928452577
633,65,135,170,601,False,431,0.28286189683860236
634,70,135,175,601,False,426,0.2911813643926789
635,75,135,180,601,False,421,0.2995008319467554
636,80,135,185,601,False,416,0.30782029950083195
637,85,135,190,601,False,411,0.3161397670549085
638,90,135,195,601,False,406,0.324459234608985
639,95,135,200,601,False,401,0.33277870216306155
640,100,135,205,601,False,396,0.3410981697171381
641,105,135,210,601,False,391,0.34941763727121466
642,110,135,215,601,False,386,0.3577371048252912
